text,text_type,topics,lewis_split,cgis_split,old_id,new_id,places,people,orgs,exchanges,date,title
"The Group of Seven industrialised
countries will make use of next week's International Monetary
Fund meetings in Washington to evaluate the Paris accord on
currency stabilisation, U.K. Chancellor of the Exchequer Nigel
Lawson told reporters.
    ""On Tuesday I shall be going to Washington for meetings of
the (IMF) Interim Committee and Development Committee, and we
shall of course be having a meeting of the G-7,"" Lawson said.
    ""And on the G-7, although there is no formal agenda, I would
imagine that the first thing we do would be to review how the
Paris accord has gone since it was agreed in February.""
    Lawson said G-7 finance ministers will be reviewing
medium-term economic objectives and projections involving
domestic and external variables. Also examined will be
performance indicators for each country.
    The Paris accord set objectives for such sectors as growth,
inflation, current account and trade balances, budget
performances, monetary conditions and exchange rates.
    Lawson said ""At both the G-7 and the Interim Committee we
will undoubtedly be discussing the debt problem. Clearly the
debt problem is still with us, and still with us in quite a big
way.""
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21513""","""12656""",['uk'],['lawson'],['imf'],[], 2-APR-1987 13:19:54.29,LAWSON SAYS G-7 TO REVIEW PARIS ACCORD NEXT WEEK
"The First Interstate Bank of
California subsidiary of First Interstate Bancorp said it is
raising its prime lending rate to 7-3/4 pct from 7-1/2 pct,
effective immediately.
 Reuter
","""NORM""",['interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21514""","""12657""",['usa'],[],[],[], 2-APR-1987 13:21:14.31,FIRST INTERSTATE &lt;I> RAISES PRIME RATE
"Shr loss 56 cts vs loss 71 cts
    Net loss 809,000 vs loss 1.0 mln
    Revs 5.3 mln vs 5.3 mln
    Year
    Shr loss 1.51 dlrs vs loss 1.59 cts
    Net loss 2.2 mln vs loss 2.3 mln
    Revs 26.5 mln vs 29.1 mln
    (Company corrects 1985 year per share figure)
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21515""","""12658""",['usa'],[],[],[], 2-APR-1987 13:22:02.07,CORRECTED - DEROSE INDUSTRIES INC &lt;DRI> 4TH QTR
"Shr profit five cts vs loss two cts
    Net profit 219,000 vs loss 84,000
    Revs 11.7 mln vs 11.8 mln
    1st half
    Shr profit 11 cts vs profit 12 cts
    Net profit 467,000 vs profit 555,000
    Revs 21.2 mln vs 21.0 mln
    NOTE: Half net includes 93,000 dlrs vs 300,000 dlrs from
litigation gains.
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21516""","""12659""",['usa'],[],[],[], 2-APR-1987 13:22:16.82,FLORAFAX INTERNATIONAL INC &lt;FIIF> 2ND QTR FEB 28
"Union Carbide France, a unit of Union
Carbide Corp &lt;UK>, has launched a bid to buy shares of French
chemical group &lt;Duffour et Igon> at 2,100 francs a share until
May 4, the stockbrokers' association CSAC said in a statement.
    Duffour et Igon has capital of 13.3 mln francs, divided
into 133,100 shares with a nominal value of 100 francs. They
were last traded on January 9 at 856 francs.
    &lt;Rothschild et Associes Banque> is acting for Union
Carbide.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21517""","""12660""",['france'],[],[],[], 2-APR-1987 13:24:16.71,UNION CARBIDE FRENCH UNIT IN TAKEOVER BID
"Suffield Financial Corp said it
has completed the acquisition of Coastal Bancorp of Portland,
Maine, in an exchange of 2.05655 Suffield shares for each
Coastal share.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21518""","""12661""",['usa'],[],[],[], 2-APR-1987 13:29:20.59,SUFFIELD &lt;SPCP> COMPLETES COASTAL &lt;CSBK> BUY
"Bank of Montreal &lt;BMO.M> Chairman
William Mulholland said he was reasonably optimistic that debt
negotiations between Brazil and its commercial bank creditors
can be accomplished satisfactorily in the long run.
    ""It's going to be a bit rocky short term ... a couple of
months ... but I am reasonably optimistic longer term,"" he told
a press briefing here.
    Earlier, Mulholland announced that Bank of Montreal has
formally applied to swap up to 100 mln dlrs of its roughly one
billion dlr cross border exposure to Brazil into local equity
investments under a novel conversion scheme.
    Tensions have been running high between Brazil and its bank
creditors since President Jose Sarney imposed a unilateral
suspension of interest payments on some 68 billion dlrs of
commercial bank debt on February 20, bankers said.
    Only yesterday, three leading U.S. banks voluntarily put
their Brazilian loans on non-accrual status and took a hefty
cut in net income for the first quarter ended March 31.
    Bankers saw this as a clear refusal to be intimidated into
granting major concessions as forthcoming refinancing talks.
    Bank of Montreal's Mulholland regretted Brazil's action but
declined to discuss what action his bank might take.
    Mulholland merely said that Bank of Montreal had not
canceled any of its short-term credit lines that came up for
renewal on March 31.
    However, John Bradlow, senior vice president of the
corporate and goverment banking division, said that it was
possible that Bank of Montreal might follow the U.S. banks'
lead in its second quarter results accounting.
    ""A decision will be made at April 30 or in the first weeks
of May,"" he told reporters after the briefing. Unlike most
major U.S. banks, whose reporting year ends on December 31,
Canadian banks operate on a November through October basis.
    At the press briefing, Mulholland detailed the proposed
debt/equity conversion scheme, which is aimed at boosting
investment capital and conserving foreign exchange reserves.
    Unlike many existing programs, Bank of Montreal intends to
sell its own dollar-denominated debt at par to either the
obligor or local investors for cruzados, which would then be
ploughed into Brazilian assets.
    Mulholland said current debt/equity schemes, in which bank
debt is often sold to foreign third parties at a discount, were
like ""peddling off debt at fire sale prices"". He added that
they could do pyschological harm to investor confidence.
    While acknowledging that Brazil has yet to give its
official blessing to the plan, Mulholland predicted, ""if it is
supported, we are going to see more of this.""
    Sources at other large banks with sizeable exposure to
Brazil were not so sure about the scheme's success.
    ""I don't think it's going to fly because of the impact it
would have on money supply and other political reasons,"" said
one banker, noting that earlier informal proposals along the
same lines received ""fairly neutral responses.""
    ""And is there a market for such investment in a time of
great uncertainty,"" he added.
    Mulholland admitted, ""it is something of an experiment....
some one has to screw up the courage and do something.""
    ""It is very important that avenues (to reversing net
capital outflows) are broadened,"" he added, noting that in
recent years the options have in fact been narrowing.
    Another senior banker agreed that debt/equity swap
proposals, such as Bank of Montreal's, should be explored and
developed but warned that Brasilia has been ""very ambivalent""
about debt/equity schemes thus far.
    The banker added, ""debt/equity conversion should happen but
it is not a major instrument for solving debt problems.""
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21519""","""12662""",['canada' 'brazil' 'usa'],[],[],[], 2-APR-1987 13:31:38.87,BANK MONTREAL REASONABLY OPTIMISTIC ON BRAZIL
"McDowell Enterprises Inc said
it has completed the acquisition of 80 pct of privately-held
Interpharm Inc, a maker of generic pharmaceuticals, for 488,000
common shares, plus another 521,000 to be issued on approval by
McDowell shareholders.
    It said subject to future sales and profit levels, McDowell
could over a four-year period acquire the remaining 20 pct of
Interpharm for another 1,543,000 shares.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21520""","""12663""",['usa'],[],[],[], 2-APR-1987 13:37:49.58,MCDOWELL ENTERPRISES &lt;ME> MAKES ACQUISITION
"Shr 20 cts vs 20 cts
    Net 4.1 mln vs 4.0 mln
    Qtly div five cts vs five cts prior
    Revs 118.0 mln vs 45.2 mln
    Six months
    Shr 40 cts vs 35 cts
    Net 8.1 mln vs 6.9 mln
    Revs 215.6 mln vs 90.3 mln
    NOTE:Dividend payable July 31 to holders of record July 15.
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21521""","""12664""",['usa'],[],[],[], 2-APR-1987 13:37:57.59,LAIDLAW INDUSTRIES INC &lt;LWSI> 2ND QTR FEB 28
"Computer Network Technology Corp
(CNT) said it signed an equipment maintenance agreement with
Storage Technology Corp &lt;QSTK> that would allow Storage to
provide field support and maintenance in the U.S. for Computer
Network Technology products.
    CNT designs, manufactures and markets products for high
speed networking systems.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21522""","""12665""",['usa'],[],[],[], 2-APR-1987 13:38:59.36,COMPUTER NETWORK TECH &lt;CMNT> SIGNS PACT
"McDowell Enterprises Inc said
its auditors have decided to qualify their opinion on 1986
financial statements due to questions about the company's
ability to continue as a going concern.
    McDowell said it will file its annual report for 1986 by
April 15, after applying for an extension, and will report a
loss for the year of about six mln dlrs after a substantial
writedown of assets and an increase in costs associated with
its withdrawal from the construction business.
    In 1985, McDowell lost 2,152,000 dlrs before a 1,240,000
dlr loss from discontinued operations.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21523""","""12666""",['usa'],[],[],[], 2-APR-1987 13:41:01.24,MCDOWELL &lt;ME> TO GET QUALIFIED AUDIT
"McKesson Corp said it sold the
California Culinary Academy of San Francisco to an investor
group headed by the academy's president, Fred Seymour, for
undisclosed terms.
    The 400-student academy was founded nine years ago and was
acquired in 1982 by McKesson. The company said it sold it
because it no longer fits with its business direction.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21524""","""12667""",['usa'],[],[],[], 2-APR-1987 13:41:22.61,MCKESSON &lt;MCK> SELLS CULINARY ACADEMY
"Vanguard Technologies International Inc
said it acquired 100 pct of the stock of &lt;Diversified Data
Corp>.
    Diversified, and its wholly-owned subsidiary, TECHPRO Corp,
have current revenues from operations of approximately four mln
dlrs, Vanguard said.
    The acquisition was for cash, but the amount was not
disclosed.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21525""","""12668""",['usa'],[],[],[], 2-APR-1987 13:42:57.32,VANGUARD TECHNOLOGIES &lt;VTI> ACQUIRES COMPANY
"The American Stock Exchange said it has
listed the common shares of Portage Industres Corp, which went
public today.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21526""","""12669""",['usa'],[],[],['amex'], 2-APR-1987 13:58:36.62,AMEX LISTS PORTAGE INDUSTRIES &lt;PTG>
"The New York Mercantile Exchange said
options on heating oil futures will begin trading June 26.
    This would be the second options contract to trade at the
exchange. NYMEX introduced crude oil options last November.
    ""Heating oil options are a logical complement to our
existing energy complex,"" said NYMEX Chairman William Bradt.
    ""From our experience in crude, we fully expect heating oil
options to offer significant new trading opportunities to
current market participants and also draw additional users into
this marketplace,"" he said.
    Six consecutive trading months in heating oil options will
be introduced on June 26, led by the September 1987 contract,
according to the exchange.
    Strike prices wil be in increments of two cts per gallon
and seven strike prices for puts and for calls will be
available, the exchange said. The middle strike price will
correspond closely to the settlement price of the previous
day's futures close, it said.
    Expiration will be on the second Friday of the month
preceding delivery of the underlying futures contract, it said,
meaning that the September options contract would expire August
14.
    Prices for heating oil options will be quoted in cts per
gallon with a minimum fluctuation of 0.01 cent per gallon,
NYMEX said.
    The options will be based on the underlying futures
contract of 42,000 gallons each. Trading hours will be the same
as heating oil futures, beginning at 0950 EST and ending 1505
EST.
    NYMEX received approval for heating oil options from the
Commodity Futures Trading Commission on September 16, 1986, the
exchange said.
 Reuter
","""NORM""",['heat'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21527""","""12670""",['usa'],[],[],['nymex'], 2-APR-1987 13:59:49.22,NYMEX SCHEDULES START OF HEATING OIL OPTIONS
"Ark Restaurants Corp's 3,333,333 shares
of common stock began trading today on the American Stock
Exchange, the exchange said.
    The common opened on 100 shares at 4-3/8, the exchange
said.
    The company, which is a holding company for 12 restaurants
in New York City and New Jersey, formerly traded on NASDAQ, the
exchange said.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21528""","""12671""",['usa'],[],[],['amex'], 2-APR-1987 14:00:00.81,ARK RESTAURANTS &lt;RK> BEGINS TRADING ON AMEX
"Shr 19 cts
    Net 1,906,850
    12 mths
    Shr 60 cts
    Net 5,871,258
    NOTE: company began trading Jan 17, 1986.
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21529""","""12672""",['usa'],[],[],[], 2-APR-1987 14:03:11.53,VMS HOTEL INVESTMENT TRUST &lt;VHT> 4TH QTR NET
"Sterling made a sharp recovery when U.K.
Chancellor of the Exchequer Nigel Lawson described remarks he
made yesterday on targets for the pound as ""insignificant,""
rallying back up almost exactly to the levels it had fetched
before Lawson spoke yesterday, dealers and analysts said.
    They said sterling would likely leave the limelight once
again to trade quietly around current levels, as the markets
set their sights on the dollar, yen and mark again ahead of key
international monetary talks in Washington next week.
    Sterling ended its European day at 1.6020/30 dlrs,
virtually unchanged from yesterday's last 1.6040/50 dlrs,
fetched before Lawson's first comment. But it was well up on
levels just above 1.59 dlrs which it had held until the second
comment came.
    Against the mark, sterling recovered to close at
2.9190/9240 marks after today's opening 2.9040/90 and last
night's 2.9210/45.
    ""On balance, it is as if nothing happened ... We are back to
where we were before,"" Mark Brett, economist at securities house
Barclays de Zoete Wedd said.
    ""This whole story is like a storm in a teacup,"" a dealer with
a U.K. Bank commented.
    The pound's recovery was triggered when Lawson criticised
media coverage of comments he made yesterday, when he told a
conference he wanted sterling to stay roughly where it was.
    In this context, Lawson was reported to have specified
rates of around 2.90 marks and 1.60 dlrs to the pound in
remarks which markets were quick to interpret as a signal to
sell sterling.
    Lawson said today he had merely stated yesterday's
approximate value of the pound.
    ""The wrong end of the stick was picked up,"" he told
reporters, adding his comments did in no way signal a change in
British exchange rate policies.
    Dealers and analysts said the reactions to both statements
were clear evidence that the market, frustrated by the relative
currency stability after the February 22 Paris agreement, was
desperate to reactivate trading and would react to any clues
offered about the contents of the currency accord.
    In Paris, finance ministers of the Group of Five and Canada
are widely believed to have agreed exchange rate targets,
although no participant has specified these in an apparent bid
to foster stability by keeping markets guessing.
    ""The markets are absolutely desperate to get clues on Group
of Six (countries that are part to the Paris agreement) targets
... The number of rumours flying around is bigger than ever
before,"" said Barclays de Zoete Wedd's Brett.
    Analysts said neither yesterday's remarks nor today's had
changed their impression that after Paris, sterling was
targeted to trade in broad ranges against major currencies.
     All polled analysts said if anything, the 2.90 marks level
mentioned by Lawson was probably the centre of a wide
20-pfennig range which sterling would easily hold, helped by
good economic indicators and relatively high interest rates.
    ""It would be insane to pinpoint an exchange rate ahead of an
election ... I don't believe Lawson is mad enough to tie
himself to a fixed rate,"" Brett said. He expected sterling to
firm over the next few weeks, to around 2.95 marks and 1.63
dlrs, as overseas investors reappraised high-yielding
investments here.
    Robin Marshall, chief economist at Chase Manhattan
Securities, said he was not surprised to see Lawson qualify his
sterling target comments so quickly.
    ""His remarks gave markets a target to aim at,"" he said,
adding, ""He (Lawson) talked himself into a bit of a corner on
this ... It made him a hostage to fortune.""
    Marshall and other analysts dismissed a theory, that by
quoting target rates Lawson had attempted to put pressure on
prime Minister Margaret Thatcher to agree to British membership
of the European Monetary System (EMS), as implausible.
 Reuter
","""NORM""",['stg' 'money-fx'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21530""","""12673""",['uk'],['lawson'],[],[], 2-APR-1987 14:04:53.46,"STERLING REBOUNDS ON LAWSON ""TARGET""-DENIAL"
"Shr 34 cts vs 32 cts
    Net 2,328,515 vs 2,175,046
    12 mths
    Shr 1.14 dlrs vs 1.25 dlrs
    Net 7,857,997 vs 8,615,439
    NOTE company attributed decrease to significant drop in
prime lending rate as its principal business is pegged to the
interest rate.
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21531""","""12674""",['usa'],[],[],[], 2-APR-1987 14:11:50.05,VMS SHORT TERM INCOME TRUST &lt;VST> 4TH QTR NET
"Senate Republican leader Robert Dole
said President Reagan changed no minds in a meeting with
Republican senators to seek support for his veto of an 88
billion dlr highway bill.
    ""I think it's safe to say no minds were changed,"" Dole said
before the Senate began a final vote on the veto.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21532""","""12675""",['usa'],['reagan'],[],[], 2-APR-1987 14:22:28.50,DOLE SAYS REAGAN CHANGED NO MINDS ON VETO
"Investor Paul Bilzerian said he has
offered to buy all of the Pay 'N Pak Stores Inc stock he does
not already own in a proposed 19 dlr a share cash merger.
    In a filing with the Securities and Exchange Commission,
Bilzerian said he made the proposal in a letter to Pay 'N Pak
Chairman David Heerensperger.
    Bilzerian said he proposed buying the Kent, Wash.-based
retailing company through a new company he would set up which
would buy up all the Pay 'N Pak common shares at 19 dlrs each.
    The Florida investor reported Monday that he has 1,000,000
mln Pay 'N Pak common shares, or 9.9 pct of the total
outstanding common stock.
    He initially disclosed last Friday that he had bought 7.2
pct of the company's stock for investment purposes, but said he
might increase his stake, seek representation on the company's
board or launch a tender offer.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21533""","""12676""",['usa'],[],[],[], 2-APR-1987 14:23:40.77,BILZERIAN BIDS 19 DLRS/SHARE FOR PAY 'N PAK &lt;PNP>
"RJR Nabisco Inc's RJ Reynolds Tobacco
USA unit said it sold four of its smoking tobacco brands to
&lt;John Middleton Inc> for undisclosed terms.
    The brands sold were Prince Albert, Carter Hall, Apple and
Royal Comfort. The terms were not dislcosed.
    The company said these brands represent less than one pct
of the RJ Reynolds Tobacco's USA total sales which amounted to
4.7 bilion dlrs in 1986.
     John Middleton is a family-owned tobacco business in King
of Prussia, Pa which has manufactured and marketed pipe tobacco
for 131 years.
    In January, the company said it was holding talks with
potential buyers for the sale of the businesses but then said
in February it was studying the transfer of the businesses
to a master limited partnership.
    R.J. Reynolds said it will continue to sell the brands
until July three.
    On March six, RJR completd the sale of its Heublein Inc
unit to Grand Metropolitan PLC for 1.2 billion dlrs. It said it
would use proceeds from that sale to redeem its 11.20 pct notes
due Aug 1, 1997.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21534""","""12677""",['usa'],[],[],[], 2-APR-1987 14:23:56.90,RJR &lt;RJR> UNIT SELLS FOUR TOBACCO BRANDS
"&lt;Alcatel NV>, the telecommunications
venture set up by ITT Corp &lt;ITT> and France's &lt;Cie Generale
d'Electricite>, has accepted a proposal from the Industry
Ministry to restructure ITT's former Spanish subsidiary,
&lt;Standard Electrica SA>, a Standard spokesman said.
    He said Alcatel also has agreed to sell &lt;Marconi Espanola
SA>, owned 80 pct by Standard and 20 pct by Alcatel.
    Negotiations to put Standard on a sounder financial footing
have involved the government, Alcatel and Spain's telephone
company, Compania Telefonica Nacional de Espana SA &lt;TELF.MA>,
which has a small stake in Standard and is its main customer.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21535""","""12678""",['spain' 'france'],[],[],[], 2-APR-1987 14:24:16.64,ALCATEL TO RESTRUCTURE SPANISH SUBSIDIARIES
"Acme Steel Co said it has agreed
in principle to acquire &lt;Universal Tool and Stamping Inc> for
an undisclosed price.
    The agreement is subject to approval by Acme's board and
execution of a definitive purchase agreement, the companies
said.
    Universal Tool makes and distributes automotive jacks and
related equipment for the domestic auto industry.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21536""","""12679""",['usa'],[],[],[], 2-APR-1987 14:25:14.89,ACME STEEL &lt;ACME> TO ACQUIRE UNIVERSAL TOOL
"Amoco Corp first quarter profits are
expected to exceed the 165 mln dlrs, or 65 cts per share,
reported for 1986's fourth quarter, chairman Richard Morrow
said.
    Speaking to reporters after a security analyst meeting, he
said the gain was expected because of higher oil and gas
prices, but declined to compare his expectations with the 331
mln dlrs, or 1.28 dlrs per share, the company earned in 1986's
first quarter.
    Earlier, Morrow told the analysts that Amoco's first
quarter refining and marketing results ""will look pretty poor,""
because of low margins in January and February. The margins
began to improve last month and look pretty good now, he added.
    Morrow said he expects oil product margins to remain good
for the rest of the year, ""but it remains to be seen if they
will match 1986 levels."" The Amoco chairman said he expects
crude oil prices to remain in the 17 to 20 dlr barrel range for
the rest of 1988 based on his belief that OPEC's agreement will
hold.
    Morrow said his best estimate for 1989 crude oil prices is
21 dlrs per barrel, adding he believes this price level would
result in a 40 pct increase in oil company exploration
spending.
    President H. Lawrance Fuller told the analysts Amoco
reduced its estimates of worldwide oil and gas reserves by a
total of 201 mln equivalent barrels last year because of a drop
in oil and gas prices.
    Noting the Securities and Exchange Commission requires that
reserves be estimated on the assumption that year-end prices
will remain fixed for the life of the properties, he said the
drop in oil prices to 16 dlrs a barrel at the end of 1986 from
27 dlrs a year earlier forced the company to reduce its reserve
estimate by four pct.
    Fuller said Amoco expects its U.S. oil and natural gas
liquids production to decline about five pct this year from
last year's 121 mln barrels because of drilling deferrals made
last year when oil prices were falling.
    He said the full impact of the deferrals was off-set by the
purchase of properties which will add about 5,000 barrels per
day to the company's 1987 U.S. production.
    Fuller said U.S. refining capacity is expected to be
increasingly strained by the rising demand for lead-free
gasoline, especially the higher octane grades.
    He said expected federal regulations on gasoline vapor
pressure will further tighten the industry's gasoline
production capacity.
 Reuter
","""NORM""",['crude'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21537""","""12680""",['usa'],[],[],[], 2-APR-1987 14:26:38.95,AMOCO &lt;AN> SEES 1ST QTR NET TOPPING 4TH QTR
"Shr profit 1.49 dlrs vs loss 8.96 dlrs
    Net profit 2,461,906 vs loss 14,676,385
    Rev 7.2 mln vs 10.9 mln
    Year
    Shr profit 2.12 dlrs vs loss 6.41 dlrs
    Net profit 3,506,112 vs loss 10,508,083
    Revs 34.2 mln vs 50.7 mln
    NOTE: Realized investment gains for the qtr were 96,000
dlrs vs nil for 1985's 4th qtr.
    1986 losses from investments were 203,000 dlrs, or 12 cts a
share, vs losses of 354,000 dlrs, or 21 cts a share, in 1985.
    Qtr net includes extraordinary gain of 1.7 mln dlrs, vs
extraordinary loss of 512,000 in the prior year's 4th qtr. 1985
net includes extraordinary gain of 2.5 mln dlrs.
 Reuter
","""NORM""",['earn'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21538""","""12681""",['usa'],[],[],[], 2-APR-1987 14:26:48.07,CELINA FINANCIAL CORP &lt;CELNA> 4TH QTR NET
"Pacific First Financial Corp said
it expects to report a sharp increase in first quarter earnings
as compared to the 4.1 mln dlrs, or 54 cts per share, reported
a year earlier.
    The company also said earnings for the quarter should
exceed the record 7.9 mln dlrs, or 1.05 dlrs per share,
reported in last year's final quarter.
    The gains will be due to strong net interest income and
profits on the sale of certain mortgage loans and mortgage
backed securities, Pacific First said. The company expects to
report first quarter results the week of April 13.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21539""","""12682""",['usa'],[],[],[], 2-APR-1987 14:27:10.85,PACIFIC FIRST &lt;PFFS> SEES HIGHER 1ST QTR NET
"Seventeen miners who were
missing in a copper mine fire were found today and efforts were
underway to rescue them and 29 others who were trapped but safe
in an underground lunch room, officials said.
    The mine's owner, Noranda Inc. &lt;NOR>, said one miner died
in the fire, six miners escaped unharmed, 29 made it to an
underground lunch room, where they had air and water, and 17
were later found safe in other lunch rooms.
 Reuter
","""NORM""",['copper'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21540""","""12683""",['canada'],[],[],[], 2-APR-1987 14:35:20.69,17 MISSING NORANDA MINERS FOUND ALIVE
"The Senate overrode President
Reagan's veto of an 88 billion dlr highway funding bill, 67-33.
    The measure now becomes law. It was a major personal loss
for Reagan, who came to the Capitol earlier in the day to
campaign for support.
 Reuter
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21541""","""12684""",['usa'],['reagan'],[],[], 2-APR-1987 14:39:38.37,U.S SENATE OVERRIDES REAGAN'S HIGHWAY BILL VETO
"Chemfix Technologies Inc said it
has acquired the 50 pct of its VenVirotek unit that it did not
already own from Ventura, Calif., businessmen for undisclosed
terms.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21542""","""12685""",['usa'],[],[],[], 2-APR-1987 14:43:35.69,CHEMFIX &lt;CFIX> BUYS REST OF UNIT
"Sun Co Inc said the O.M. Steel Federal
Number One well in Williams County, N.D., flowed 660 barrels of
oil and 581,000 cubic feet of natural gas per day through a
13/64 inch choke from depths of 13,188 to 13,204 feet.
    Sun said it has a 50 pct interest and Comdisco Resources
Inc the remainder.  An offset well is under consideration, it said.
 Reuter
","""NORM""",['crude' 'nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21543""","""12686""",['usa'],[],[],[], 2-APR-1987 14:43:59.58,SUN &lt;SUN> IN NORTH DAKOTA OIL FIND
"Meridian Bancorp Inc said it has
raised its prime rate to 7-3/4 pct from 7-1/2 pct, effective
immediately.
 Reuter
","""NORM""",['interest'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21544""","""12687""",['usa'],[],[],[], 2-APR-1987 14:44:03.60,MERIDIAN BANCORP &lt;MRDN> RAISES PRIME RATE
"Minnesota Mining and Mfg Co said it
completed the acquisition of Unitek Corp, a supplier of
orthodontic products, from Bristol-Myers Co &lt;BMY>.  The
purchase agreement was announced February 12.
    It said Unitek, based in Monrovia, Calif., will operate as
an independent subsidiary of 3M.
 Reuter
","""NORM""",['acq'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21545""","""12688""",['usa'],[],[],[], 2-APR-1987 14:45:54.12,3M &lt;MMM> COMPLETES UNITEK ACQUISITION
"Jorge Cardenas, manager of Colombia's
Coffee Growers' Federation, welcomed Brazil's export measures
and said they clarified the market situation.
    He told journalists the measures ""set the rules clearly"" and
helped dissipate whatever doubts the market might have had
about the world's biggest exporter's policies.
    Brazil's coffee institute, IBC, today opened export
registrations for May with no quantity limit set. The
contribution quota will be 15 pct of the minimum registration
price, which will vary daily.
 Reuter
","""NORM""",['coffee'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21546""","""12689""",['brazil' 'colombia'],[],[],[], 2-APR-1987 14:47:14.28,COLOMBIA COFFEE CHIEF WELCOMES BRAZIL MEASURES
"An amendment approved by the House
Agriculture Committee yesterday requiring quotas on U.S.
imports of products containing sugar is unlikely to remain in a
comprehensive trade bill, Congressional sources said.
    The amendment, offered by Rep. Arlan Stangeland, R-Minn.,
would require quotas on the import of any merchandise
containing over 25 pct sugar or other farm products which are
now subject to U.S. quotas.
    Supporters of the amendment said it is aimed at curbing
shipments of food products containing sugar from Canada.
However, the Ways and Means committee, which has overall
jurisdiction on trade legislation, will try to kill the
amendment as protectionist, a committee aide said.
    An Agriculture committee aide acknowledged the proposal
probably will not survive scrutiny by other House committees.
But he said the amendment was introduced in part to send a
warning to U.S. companies considering moving food processing
plants to Canada to avoid the restrictive U.S. sugar quota.
    In debate on the amendment yesterday, Rep. Stangeland and
other supporters said the proposal would have no effect on the
status of foreign trade zones.
    Sugar producer groups pushed for the amendment on
sugar-containing products because they believe sugar is being
shipped to the United States in food products as a way to
circumvent the quota on raw sugar.
    The sugar quota is only one mln short tons this year.
 Reuter
","""NORM""",['sugar'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21547""","""12690""",['usa' 'canada'],[],[],[], 2-APR-1987 14:48:36.83,U.S. SUGAR PRODUCT AMENDMENT UNLIKELY TO SURVIVE
